track_id,genre,real_track_id,path,artist,album,title,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
240,electronic,40,/content/electronic/40.mp3,Glen Bledsoe,Up and Down,Vernal Equinox,3VUROR6OjYUpaWMLm7jP7P,0.101,0.0376,0,-23.18,0,0.0424,0.983,0.976,0.116,0.387,84.834
241,electronic,41,/content/electronic/41.mp3,Human Response,Delirious,Delirious,2pbYzU3yP3ozifyFwcyZtQ,0.477,0.52,5,-14.611,0,0.0332,0.147,0.842,0.284,0.611,170.196
242,electronic,42,/content/electronic/42.mp3,Human Response,Survival,Survival,5AaeCzAq0vvqEj1U1AfrcS,0.277,0.243,5,-11.97,1,0.0449,0.658,0.481,0.14,0.101,111.831
243,electronic,43,/content/electronic/43.mp3,iNTROSPEKT,iDEOLOGY,Knucklehead,7bu65kCGIzcoWTWuyxbdGs,0.794,0.853,5,-14.403,1,0.0411,0.000674,0.927,0.0875,0.596,131.019
244,electronic,44,/content/electronic/44.mp3,Ivilion,Sartinal,Sartinal I,5H6NuwaD50Bju3vMZvAfC2,0.506,0.497,10,-21.268,1,0.0408,0.75,0.905,0.1,0.0788,145.006
245,electronic,45,/content/electronic/45.mp3,Ivilion,Terean,Ferrilotyr,6Ty1FgICCwfW9OjiOjyitK,0.151,0.562,11,-11.455,1,0.0399,0.194,0.923,0.123,0.0387,136.066
246,electronic,46,/content/electronic/46.mp3,Mantic,Eponyms,Deep House,7kjUUXoJwFmdKZH0adLAEO,0.794,0.42,0,-13.715,1,0.0541,0.0112,0.912,0.0965,0.0316,120.01
247,electronic,47,/content/electronic/47.mp3,Kenji Williams,Faces of Epiphany,Spirit Walker,25XgsAUFxbifnPSWaTp4rz,0.747,0.832,4,-12.877,0,0.0508,0.0137,0.768,0.208,0.0432,130.002
249,electronic,49,/content/electronic/49.mp3,The Rapture,Garden of Fugitives,Where the Earth Is,3bl186duOvkVAvj4XWpGNw,0.731,0.858,2,-8.246,1,0.05,0.305,0.755,0.0432,0.399,115.988
250,electronic,50,/content/electronic/50.mp3,Memories of Tomorrow,Waiting for Dawn,Memories of Tomorrow,0KELC1YQTXWpKeDbSZsE4g,0.537,0.902,4,-9.196,0,0.034,3.37E-05,0.896,0.289,0.776,136.987
251,electronic,51,/content/electronic/51.mp3,Mijo,Fata Morgana,Click Here,0ffty1Z9gJHRJ7CpyYMxrT,0.62,0.663,10,-9.988,0,0.0306,0.0263,0.145,0.11,0.409,112.482
252,electronic,52,/content/electronic/52.mp3,mr Epic,Sideways,Down Low,5ylLSoa3MHGYjR7f2FRkpj,0.656,0.37,10,-12.425,1,0.0401,0.0459,0.718,0.113,0.116,144.192
253,electronic,53,/content/electronic/53.mp3,Mr Gelatine,Electroluv,ting,11THjlX49fczqP8H1InU01,0.8,0.745,8,-9.896,0,0.0551,0.415,0.828,0.1,0.898,100.006
254,electronic,54,/content/electronic/54.mp3,MRDC,Plethora,Plethora,7xvyb7TXW7S9YGWUOfTa3i,0.533,0.985,5,-6.77,0,0.0732,0.0184,0.763,0.123,0.714,160.008
255,electronic,55,/content/electronic/55.mp3,Processor,Are you for real,Mad bull,4HgklAFVzqAYz0y8O2mBgS,0.631,0.88,11,-6.414,0,0.129,0.00114,0.11,0.0525,0.399,127.912
256,electronic,56,/content/electronic/56.mp3,Processor,Insomnia,Insomnia,5ZLZEJOWTAg2Lc6bOH1qVM,0.579,0.976,11,-4.862,0,0.044,0.00124,0.377,0.67,0.406,135.01
257,electronic,57,/content/electronic/57.mp3,Professor Armchair,Too Much Mustard,A Signal from Mars,1rOtxLFYIWVkk9syjZyv08,0.254,0.346,3,-11.338,1,0.0291,0.833,0.221,0.309,0.446,92.531
258,electronic,58,/content/electronic/58.mp3,Psychetropic,China radio sunshine,Futurengine,2J7GqrzmmJxVAoG0g3Mbof,0.54,0.578,5,-11.825,1,0.0393,0.163,0.121,0.255,0.495,160.052
259,electronic,59,/content/electronic/59.mp3,Saros,Soundscapes,Eventide,71gx2gegCdSdGYL5aym7mj,0.642,0.534,10,-17.713,0,0.0387,0.249,0.889,0.111,0.602,108.002
260,electronic,60,/content/electronic/60.mp3,Shiva in Exile,Ethnic,Odysseia,4ALdIDTmFbJAxcgJJeDEvn,0.445,0.462,5,-9.388,1,0.0298,0.0458,6.91E-05,0.625,0.192,93.079
261,electronic,61,/content/electronic/61.mp3,Solace,Ahsas,Solitude (Khlas 6-8),7Ck6jXOqRDlneZ9Gs1QyvF,0.468,0.495,0,-10.467,1,0.0705,0.151,0.00319,0.07,0.105,149.443
262,electronic,62,/content/electronic/62.mp3,Solace,Balance,Ping Heng,5yvkYkFyoaThqjlHCrcgq4,0.241,0.255,11,-18.373,1,0.0434,0.969,0.902,0.65,0.0355,129.172
263,electronic,63,/content/electronic/63.mp3,Solace,Iman,Saalik,2XU2O5hIjettCX0QhAtMfu,0.167,0.291,9,-13.586,1,0.0382,0.825,0.227,0.154,0.036,74.407
264,electronic,64,/content/electronic/64.mp3,Solace,Rhythm Of The Dance,Beledi  4:4,0pnNON9tK6lnZYoaazLimY,0.783,0.771,5,-10.003,1,0.0464,0.00347,0.783,0.0472,0.48,112.054
265,electronic,65,/content/electronic/65.mp3,Solace,Satya,Darban Jooth Na Boley (The Mirror Never Lies) ,0OUf59geBd4W3B3jkGUyPF,0.713,0.683,10,-11.923,0,0.0455,0.00994,0.879,0.0823,0.306,120.026
266,electronic,66,/content/electronic/66.mp3,Solace,ShaWaza,Rebirth,5rhwBx7Ld1YbRljn0if73k,0.492,0.449,8,-11.792,1,0.0713,0.211,0.921,0.0811,0.0946,180.008
267,electronic,67,/content/electronic/67.mp3,Solace,The Gathering Season,Paradise lost,7mFxO1YOmLizRIf3ScW0ob,0.623,0.379,1,-11.134,1,0.0443,0.00412,0.932,0.0923,0.0319,120.045
268,electronic,68,/content/electronic/68.mp3,Solace,Vadalna,Kushee Maanao-Aural Mix,5qGOmCuPsheRL1KP3Clc4B,0.637,0.903,9,-9.628,0,0.0454,0.0237,0.848,0.415,0.661,120.017
269,electronic,69,/content/electronic/69.mp3,Solar Cycle,Sunlight,Sunlight,4Pxu5uoMOTbu1XSwDh9FhN,0.599,0.881,4,-11.886,0,0.0434,0.031,0.929,0.71,0.484,125.01
270,electronic,70,/content/electronic/70.mp3,Stargarden,Step Off,From Here to There,2Rki8Fe67mBG15ZdzEScue,0.272,0.34,5,-11.444,1,0.0335,0.564,0.818,0.106,0.0385,146.392
271,electronic,71,/content/electronic/71.mp3,Strojovna 07,Dirnix,Dezert,3IeJtTHk9Z8cIamwZOr0sH,0.754,0.927,0,-7.262,1,0.0567,0.00061,0.887,0.092,0.43,136.007
272,electronic,72,/content/electronic/72.mp3,Strojovna 07,III,Zabudni na to,6rSC9yJJpQUyUJAOIFGHKe,0.804,0.924,5,-8.915,0,0.0602,0.0353,0.649,0.134,0.7,119.973
273,electronic,73,/content/electronic/73.mp3,Strojovna 07,Mirnix,Lighting fly,2gVoH9HJVo1Ht0huKcdhtB,0.751,0.894,2,-6.568,1,0.0568,0.00575,0.811,0.116,0.37,129.998
274,electronic,74,/content/electronic/74.mp3,Strojovna 07,Number 1,Ambi Crack,7fCVp1safGDNIbEBODVVyG,0.739,0.757,4,-12.392,0,0.0496,0.162,0.856,0.0763,0.23,90
275,electronic,75,/content/electronic/75.mp3,Strojovna 07,Switch On - Switch Off,Untitled,5HuP9kFCvfgk9MjFbOo2iy,0.348,0.367,7,-15.903,1,0.0356,0.0417,0.815,0.0897,0.0589,119.353
276,electronic,76,/content/electronic/76.mp3,The Bots,Now is The Time,Push,37ZmAiF9Wrddq19uCZrQyX,0.723,0.939,10,-6.917,0,0.121,0.0996,0.236,0.0843,0.87,140.042
277,electronic,77,/content/electronic/77.mp3,The Headroom Project,Apa Ya,African Dance,6XXA3rE00eR69SNwXpt3Ue,0.815,0.805,10,-7.503,0,0.0938,0.0852,0.727,0.0804,0.673,100.043
278,electronic,78,/content/electronic/78.mp3,The Headroom Project,Ciri a Doro,Monkey Party,1rqDqv81vnNo8b4oev7ncT,0.705,0.766,7,-7.992,1,0.0313,0.000622,0.55,0.104,0.394,119.986
280,electronic,80,/content/electronic/80.mp3,Wicked boy,Chemistry,Buy my pullovers,0R9bggshSv5dDUGcT8ibz4,0.552,0.803,7,-8.703,1,0.0474,0.00142,0.836,0.174,0.657,120.027
281,electronic,81,/content/electronic/81.mp3,Zilla,Egg,Wind Barber,2QmuknBQjmi4vXtsZBCCQZ,0.606,0.753,11,-14.545,1,0.0337,0.17,0.764,0.103,0.661,127.894
282,electronic,82,/content/electronic/82.mp3,Kenji Williams,Faces of Epiphany,Other Self,0luWUAwMqlfdcr5pNMnVYV,0.67,0.813,10,-9.022,0,0.0668,0.000409,0.797,0.0543,0.745,130.024
283,electronic,83,/content/electronic/83.mp3,Kenji Williams,Faces of Epiphany,Illusion (Bedrock mix),1mKbbuzmTS3sjMKgcW3Ypm,0.628,0.804,10,-11.417,0,0.0402,0.00905,0.875,0.112,0.421,131.996
284,electronic,84,/content/electronic/84.mp3,Kenji Williams,Faces of Epiphany,Never Look Away,0kyHjQfARzAW1GkvPTCPpa,0.651,0.806,7,-9.844,1,0.0474,0.0665,0.641,0.269,0.777,126.002
285,electronic,85,/content/electronic/85.mp3,Kenji Williams,Faces of Epiphany,Death and rain,3JOB1IISV9oZ6uBC8Ms91E,0.618,0.805,7,-9.005,1,0.044,0.0066,0.817,0.648,0.0391,132.01
286,electronic,86,/content/electronic/86.mp3,Kenji Williams,Faces of Epiphany,2k1,0OuPNq4ySDVEDHOMIvoIZK,0.723,0.966,2,-9.324,1,0.0487,0.0167,0.913,0.198,0.113,134.988
287,electronic,87,/content/electronic/87.mp3,Kenji Williams,Faces of Epiphany,Tokyo Story,7cywO9FIqotuh0pykuq5bL,0.651,0.638,8,-9.38,1,0.0379,0.000473,0.838,0.135,0.818,135.008
288,electronic,88,/content/electronic/88.mp3,Kenji Williams,Faces of Epiphany,Free Energy ,7yyZkSAadLcmGCbiTZaR70,0.59,0.676,5,-11.991,0,0.0334,0.0414,0.82,0.365,0.478,139.98
289,electronic,89,/content/electronic/89.mp3,Kenji Williams,Faces of Epiphany,Soul Captain,6ZyX4HJv5hgAVP4eN40d10,0.692,0.764,7,-10.789,1,0.0477,0.0818,0.895,0.229,0.45,140.006
290,electronic,90,/content/electronic/90.mp3,Solar Cycle,Flare,Flare,4x6FQU2iUreLjeqjFeW8LT,0.32,0.803,9,-4.7,0,0.0723,0.00676,0.00152,0.0491,0.171,124.434
291,electronic,91,/content/electronic/91.mp3,Solar Cycle,Flare,Cafe del Soul,0lmjSfY3hltCNijYp9uJgw,0.479,0.712,9,-8.04,0,0.0421,0.498,0.757,0.0535,0.192,179.859
292,electronic,92,/content/electronic/92.mp3,Solar Cycle,Flare,Vibes of Comfort,15rlNT2YQPrJhellZr6ulL,0.642,0.845,0,-4.764,1,0.0711,0.406,0.0616,0.0845,0.77,124.999
293,electronic,93,/content/electronic/93.mp3,Solar Cycle,Flare,Devil in Love,6YUjsOAkT8RHg7N2XQQPWl,0.693,0.804,5,-6.857,1,0.0606,0.024,0.767,0.111,0.571,125.005
294,electronic,94,/content/electronic/94.mp3,Solar Cycle,Flare,Flying,55YdMK0PYqSBrjbmSw6Ssm,0.589,0.976,4,-3.515,0,0.0565,0.00771,0.871,0.173,0.155,125
295,electronic,95,/content/electronic/95.mp3,Solar Cycle,Flare,Easter,0kYv7SYxA3HzVHps3lthfb,0.532,0.762,7,-5.827,0,0.0303,0.433,0.526,0.0795,0.0392,90.034
296,electronic,96,/content/electronic/96.mp3,Solar Cycle,Flare,Frequencies,1AUVP4IrqwSUVEr0p2KnOf,0.535,0.951,4,-5.4,0,0.0417,0.132,0.264,0.127,0.365,124.963
297,electronic,97,/content/electronic/97.mp3,Solar Cycle,Flare,Night to Remember,5drX31P78MzDuZQBxndL4d,0.548,0.836,0,-4.456,0,0.0867,0.00237,0.278,0.127,0.138,124.981
298,electronic,98,/content/electronic/98.mp3,Solar Cycle,Flare,Smooth Guitar,4YbZ72hjKW8DICqsMu7KlT,0.61,0.823,0,-2.982,1,0.0743,0.000363,0.363,0.125,0.872,124.992
299,electronic,99,/content/electronic/99.mp3,Solar Cycle,Flare,Viento,3A2LodhQeUWJbc2qqZldvM,0.487,0.788,9,-5.7,0,0.0307,0.654,0.937,0.159,0.202,160.015
300,electronic,100,/content/electronic/100.mp3,Mantic,Eponyms,Shura Remix (Deadpan Escapement vinyl only release),4H0gta6IBb9vkE9En9qV6P,0.778,0.89,0,-9.71,1,0.0686,3.18E-05,0.925,0.0607,0.558,141.876
301,pop,1,/content/pop/1.mp3,Brad Senne,Brad Senne,Beyond Late,6zca0rbaTNFpsdI3X7H5VC,0.542,0.361,10,-10.862,0,0.0281,0.855,0.00154,0.0963,0.558,104.846
302,pop,2,/content/pop/2.mp3,Michael Joy,River Of Days,To Climb,6wzk3fSXxrIKZ8iFrjobzk,0.63,0.625,5,-7.869,1,0.0283,0.569,7.27E-06,0.171,0.553,87.866
303,pop,3,/content/pop/3.mp3,Norine Braun,Crow,Salem,2vxBwUaWVwy2xUGJda20FA,0.615,0.468,2,-10.187,1,0.0414,0.0968,2.12E-05,0.109,0.227,130.085
304,pop,4,/content/pop/4.mp3,Norine Braun,Miles to Go,Persephone,7G0o0XzwXMwxiUyouXuSqZ,0.518,0.536,5,-9.146,0,0.0303,0.34,0.000495,0.185,0.401,112.095
305,pop,5,/content/pop/5.mp3,Shane Jackman,Sanctuary,Sanctuary ,1IqARIYJASvO0aMqMPFgbn,0.327,0.226,9,-13.856,0,0.0511,0.868,0,0.111,0.304,200.826
306,pop,6,/content/pop/6.mp3,John Jackson,Bad Things Happen All The Time,Fifteen Minutes,1vOaRX2exhwMAXbKBOY1IH,0.429,0.495,9,-10.182,1,0.03,0.108,1.02E-05,0.272,0.604,176.104
308,pop,8,/content/pop/8.mp3,C Layne,VI,The Alkonost,7dcnkKpvOPhRiwtXwa02Tx,0.587,0.0957,0,-15.316,1,0.0283,0.926,0.00872,0.0909,0.0398,90.018
309,pop,9,/content/pop/9.mp3,Falling You,Faith,A Warning to Giants,289TxFOFcB5BBOBIDqGRhZ,0.285,0.0782,10,-22.666,1,0.036,0.84,0.277,0.115,0.0363,101.691
311,pop,11,/content/pop/11.mp3,Artemis,Orbits,Fountain of Life (Lean On It Mix) - DJ Anser,0Lx0ZLEuLyF62EgznWHBup,0.474,0.716,1,-7.874,1,0.0347,0.00729,0.817,0.0712,0.637,170.11
312,pop,12,/content/pop/12.mp3,Beight,File In Rhythm,Invisible City,6a4568McP0rLvZajcbhu3L,0.511,0.677,11,-5.259,1,0.0299,0.0578,0.00109,0.0953,0.151,112.025
313,pop,13,/content/pop/13.mp3,Beight,File In Rhythm,File in Rhythm,7g2s3zE1ghARQGOm0aVwOI,0.608,0.851,5,-4.126,1,0.034,0.0284,2.03E-06,0.241,0.719,128.218
314,pop,14,/content/pop/14.mp3,C Layne,Potemkin Villages,You are the reason,74UzqB9KbZmS9qLCKw5J2Q,0.41,0.44,9,-13.824,1,0.0457,0.912,0.207,0.142,0.348,120.186
315,pop,15,/content/pop/15.mp3,Beight,File In Rhythm,Ghostly Feeling,2s6nqtceLIaGDr3yFfn42r,0.563,0.369,5,-10.414,1,0.0299,0.244,0.000214,0.0885,0.567,121.81
316,pop,16,/content/pop/16.mp3,Curl,Ultimate Station,Fly Free,6XEIAQMtK4XF7jKg72aT3q,0.711,0.845,5,-11.49,0,0.0389,0.16,0.0382,0.0991,0.458,92.024
317,pop,17,/content/pop/17.mp3,DJ Cary,Downtempo Chill 2,Calm (Ammonite),1WkmiAiOnvigKAk7c2g9Iz,0.521,0.56,9,-6.229,0,0.0244,0.404,0.00304,0.137,0.186,79.986
318,pop,18,/content/pop/18.mp3,DJ Cary,Power Synths,Call me Snake (Dr Kuch),4bEKgERzLA7AZ9HBQXnwS9,0.526,0.666,5,-9.328,0,0.0255,0.149,0.914,0.104,0.188,139.976
319,pop,19,/content/pop/19.mp3,Falling You,Human,Destiny Trip,1iTfAtUoxVAgSwhv9KDN74,0.418,0.366,5,-15.162,0,0.0471,0.544,0.176,0.0813,0.0554,179.934
320,pop,20,/content/pop/20.mp3,Falling You,Touch,something about eve ,6Gzf5FOCFLW3WHJrgFaDPb,0.231,0.422,0,-17.242,0,0.0472,0.553,0.807,0.0852,0.0398,115.026
321,pop,21,/content/pop/21.mp3,Five Star Fall,Automatic Ordinary,Mercurial Girl,4AlR7sQxfJbCbPXfZU7uWj,0.282,0.845,4,-7.186,1,0.069,0.0029,6.88E-06,0.276,0.424,71.364
322,pop,22,/content/pop/22.mp3,Four Stones,Chronic Dreams,Brilliant Day (Chronic Mix),7FSppBG01PYoX9Lb9g0uii,0.578,0.278,3,-15.74,0,0.0744,0.89,0.00326,0.107,0.227,83.039
323,pop,23,/content/pop/23.mp3,Four Stones,La Vie Chill,Till My Cup Runs Over,4SUFZRphiVMaqNB8E2vg2P,0.747,0.481,8,-13.614,0,0.0621,0.0579,0.553,0.342,0.795,82.027
324,pop,24,/content/pop/24.mp3,John Jackson,Bad Things Happen All The Time,Fire,7FUZ7NWGdzW1Pp0vGk5Rrk,0.605,0.445,3,-13.023,0,0.0342,0.669,0.685,0.142,0.253,120.038
326,pop,26,/content/pop/26.mp3,Lisa DeBenedictis,Mixter One,Below-DU-remix by deutscheunschuld,6bayf7gg9XDMWutNrc120N,0.782,0.618,5,-6.333,0,0.167,0.0226,0.0412,0.106,0.491,170.031
327,pop,27,/content/pop/27.mp3,Lisa DeBenedictis,Tigers,Tigers,67mzU5tiOgoVBpPnSwFyQ4,0.526,0.319,7,-12.932,1,0.0302,0.848,7.89E-05,0.0712,0.356,81.977
328,pop,28,/content/pop/28.mp3,Magnatune Remixed,Ridin the Faders 2,Shining Star Games (Az Egan Csillag Lenni) - Fourstones,0TJXIlBUZK22kn4MVhxUa2,0.781,0.709,8,-6.861,1,0.0462,0.355,0.0988,0.158,0.697,105.994
329,pop,29,/content/pop/29.mp3,Anamar,Transfado,Pais oceano (Ocean Country),2ztDKcPLJyAnY2FDu83JTV,0.416,0.354,0,-10.699,0,0.0335,0.902,0.000833,0.0976,0.545,99.63
331,pop,31,/content/pop/31.mp3,Mercy Machine,In Your Bed,Fountain Street,2QcL4MtdsPRVTnlSaLgXvj,0.536,0.259,9,-13.327,1,0.0328,0.518,0.227,0.118,0.0899,112.274
332,pop,32,/content/pop/32.mp3,Mercy Machine,Mercy Machine,Bastard,4UMod3yIDoRIyG5kwzMfIF,0.456,0.582,4,-10.277,1,0.0451,0.214,0.000177,0.16,0.634,75.006
333,pop,33,/content/pop/33.mp3,Mercy Machine,The Devil I Know,30 Years,1Tu76wEjhg83rBZ4PIRPoW,0.673,0.836,2,-8.804,1,0.0391,0.103,0.387,0.076,0.793,125.233
334,pop,34,/content/pop/34.mp3,Minstrel Spirit,Enter The Woods,The lonely minstrel part 1 (edited version),7oarNp1oqoQ5NXmQ7HP01X,0.432,0.382,0,-11.558,1,0.0366,0.649,1.11E-06,0.104,0.612,143.973
335,pop,35,/content/pop/35.mp3,Norine Braun,and the Mood Swings,Frontliner Blues,1doWNbUKskRhj8IShKvoRm,0.553,0.719,6,-8.201,0,0.051,0.154,2.36E-06,0.131,0.939,128.673
336,pop,36,/content/pop/36.mp3,Norine Braun,Modern Anguish,Modern Anguish,4TdZv11HT0yWlC214I11yb,0.61,0.821,6,-10.566,0,0.0618,0.418,4.26E-06,0.0711,0.503,133.01
337,pop,37,/content/pop/37.mp3,Norine Braun,Now and Zen,Jade,2R7EuaiSezBD50SOBVnVF7,0.463,0.334,6,-11.631,0,0.0312,0.187,1.36E-05,0.125,0.265,89.925
338,pop,38,/content/pop/38.mp3,Plunkett,14 Days,The River,005afuxpF5QrVXMthwzpW8,0.259,0.47,2,-10.168,1,0.0334,0.801,0.000157,0.121,0.432,83.023
339,pop,39,/content/pop/39.mp3,Four Stones,La Vie Chill,Laying Down Lounge,1L38YNd5ItRpIL3oKlEJQI,0.557,0.348,0,-17.157,1,0.0546,0.0557,0.798,0.0969,0.481,170.033
340,pop,40,/content/pop/40.mp3,Self Delusion,Happiness Hurts Me,Excerpt From Alice,4Vd4bl2mqGDDdoQVsFK4ug,0.462,0.5,7,-11.506,0,0.0855,0.237,0.353,0.244,0.252,96.691
341,pop,41,/content/pop/41.mp3,Sun Palace,Give Me a Perfect World,Give Me a Perfect World,5g12XmtVI1pfyIMavLAcGj,0.502,0.447,5,-11.152,1,0.0292,0.204,0,0.109,0.692,100.017
342,pop,42,/content/pop/42.mp3,Sun Palace,Into Heaven,Into Heaven ,1itSE21FYivCPSIvSIPNuA,0.456,0.601,7,-10.276,1,0.0288,0.633,0.000745,0.0867,0.419,134.932
346,pop,46,/content/pop/46.mp3,TranceVision,Lemuria,Enertia,0v9Syhs24QIaMlNvgluq3W,0.382,0.712,9,-6.583,0,0.0322,0.0432,0.448,0.107,0.373,139.805
347,pop,47,/content/pop/47.mp3,Williamson,A few things to hear before we all blow up,2 percent er,5hMXF2auMtjODFnV9Tq8iz,0.568,0.689,2,-8.92,1,0.0367,0.0546,0.787,0.27,0.482,160.349
348,pop,48,/content/pop/48.mp3,Yongen,Moonrise,Moonrise,6X7ru5ho6snrCBNj4oS2rV,0.635,0.669,4,-7.075,0,0.0251,0.0453,0.482,0.256,0.541,108.988
349,pop,49,/content/pop/49.mp3,Yongen,Yello Haus,Rise,2yp3zMZ6YwANc4osXZ0EaT,0.437,0.862,8,-2.695,1,0.0389,0.00299,6.30E-05,0.1,0.299,166.002
350,pop,50,/content/pop/50.mp3,Michael Joy,Float,River of Light,7Df1TTG6nB0677I4guMSk3,0.662,0.434,1,-11.344,0,0.0256,0.433,0.00423,0.106,0.476,108.947
351,pop,51,/content/pop/51.mp3,Michael Joy,Float,Between The Lies,6eaEmktiQTDpCMvErZT4l7,0.55,0.475,9,-9.396,1,0.0249,0.0163,0.00992,0.104,0.284,97.003
352,pop,52,/content/pop/52.mp3,Norine Braun,Crow,Slipping into Violet,3DkWATTGfzcCB8a1QO353b,0.765,0.0865,7,-16.233,1,0.0486,0.959,0.000599,0.107,0.213,124.002
353,pop,53,/content/pop/53.mp3,Norine Braun,Miles to Go,Wounded Little Bird,3qt2h7fUjzs2ahBkuA7d0k,0.556,0.213,5,-12.261,0,0.0363,0.819,6.01E-05,0.118,0.266,123.704
354,pop,54,/content/pop/54.mp3,Williamson,A few things to hear before we all blow up,rubber,5s0OTIsI9kQoSR73z40rAO,0.73,0.775,11,-10.519,0,0.0394,0.0293,0.81,0.248,0.643,119.984
355,pop,55,/content/pop/55.mp3,Sun Palace,Into Heaven,There Once Was A Time ,3tRPZ6m7FLcEgeZQ7C831g,0.46,0.683,5,-8.312,1,0.0259,0.0895,0.00291,0.103,0.482,80.008
356,pop,56,/content/pop/56.mp3,C Layne,VI,The Collider,3OiUtsgDUO7DqsObIV4gp0,0.697,0.319,11,-14.762,0,0.0513,0.891,0.395,0.0947,0.396,79.957
357,pop,57,/content/pop/57.mp3,Sun Palace,Give Me a Perfect World,Round and Round,0zU0JBMNoJ7M9a81XDMfZ0,0.474,0.685,0,-5.599,1,0.0262,0.0745,0,0.118,0.656,102.032
358,pop,58,/content/pop/58.mp3,Self Delusion,Happiness Hurts Me,Unemotional,7vbZw1dIpC9GzIXyIRMnOT,0.648,0.896,5,-7.602,0,0.0364,0.0355,0.32,0.0564,0.808,133.006
359,pop,59,/content/pop/59.mp3,Norine Braun,and the Mood Swings,Give Me Love,63l3gQQW4gLYmV77bAICKb,0.437,0.71,7,-7.486,1,0.0343,0.583,0,0.0926,0.618,117.394
360,pop,60,/content/pop/60.mp3,Artemis,Orbits,Charming Gun (Vibe Me Mix) - Nautilis,4wHxvYuzywJBpBxzlseTwe,0.718,0.619,5,-7.293,0,0.403,0.348,0.0516,0.067,0.722,174.791
361,pop,61,/content/pop/61.mp3,Artemis,Undone,Changing Sky,46Nq5cMzPrp5rxsdN6D0ao,0.659,0.754,7,-6.908,0,0.0487,0.327,1.14E-05,0.148,0.406,110.978
362,pop,62,/content/pop/62.mp3,Beight,File In Rhythm,Parallels,17QIBET7gAmQLM4hkRS6QU,0.547,0.802,11,-3.576,0,0.0379,0.0156,1.02E-05,0.297,0.719,147.969
363,pop,63,/content/pop/63.mp3,Plunkett,14 Days,Up A Hill,03BRAnYHRKPEbeA9lgJVQ3,0.679,0.398,4,-8.537,1,0.0432,0.19,0,0.286,0.78,85.004
364,pop,64,/content/pop/64.mp3,C Layne,The Sun Will Come Out to Blind You,Just My Luck,2uOxABY87YtHwZqpz2XlXK,0.586,0.517,9,-12.918,1,0.0325,0.599,0.686,0.194,0.492,130.03
365,pop,65,/content/pop/65.mp3,Norine Braun,Now and Zen,Now and Zen,3X3Mv2MzOEyHnyNm8xFxyu,0.544,0.486,9,-11.264,1,0.034,0.0245,0.0197,0.23,0.449,159.989
366,pop,66,/content/pop/66.mp3,Norine Braun,and the Mood Swings,Give Me Love,63l3gQQW4gLYmV77bAICKb,0.437,0.71,7,-7.486,1,0.0343,0.583,0,0.0926,0.618,117.394
367,pop,67,/content/pop/67.mp3,Mercy Machine,In Your Bed,My Joan Of Arc,7ySd10jpIqjAn4ibd3GFkM,0.213,0.281,2,-12.38,1,0.0306,0.554,0.00294,0.108,0.062,150.566
368,pop,68,/content/pop/68.mp3,Michael Joy,River Of Days,Night Flight Over Water,2PFsw9mHIqucYGbGNymezS,0.504,0.792,2,-6.817,1,0.0305,0.346,0.000649,0.114,0.939,199.891
369,pop,69,/content/pop/69.mp3,Magnatune Remixed,Ridin the Faders 2,Brilliant Daze (Days Are Confused Mix) - Pat Chilla,4eKJbAMbAq46LlR9MXZBsm,0.746,0.689,6,-10.449,1,0.0345,0.00581,0.0294,0.104,0.87,100.005
370,pop,70,/content/pop/70.mp3,Lisa DeBenedictis,Tigers,Below,78EwtjBcbw9hr3ohKlBi6t,0.607,0.312,10,-14.913,1,0.0372,0.947,0.457,0.11,0.193,139.941
371,pop,71,/content/pop/71.mp3,Five Star Fall,Automatic Ordinary,What Planet Are We On,07AJckV3u1hj2Gibc40DR6,0.594,0.672,5,-9.135,0,0.0832,0.00157,0.000113,0.109,0.805,143.105
373,pop,73,/content/pop/73.mp3,Norine Braun,and the Mood Swings,Wounded Little Bird,07NgtAas2v3pKUrwPczbnQ,0.64,0.382,1,-10.062,1,0.0303,0.644,1.96E-06,0.119,0.399,126.47
374,pop,74,/content/pop/74.mp3,Beight,File In Rhythm,In The Middle,3McM1V9xNzITbVytG9y1eT,0.4,0.314,7,-9.364,0,0.0296,0.711,0.00447,0.206,0.408,127.432
375,pop,75,/content/pop/75.mp3,Arthur Yoria,Handshake Smiles,Clean For Free,1hQ7TyjyXWbqzVieZlAMoJ,0.59,0.661,6,-5.775,1,0.0333,0.192,0,0.0941,0.493,121.579
377,pop,77,/content/pop/77.mp3,Beight,File In Rhythm,Fill Me Up,6nYY5PqeHZxS36eN6DFihX,0.453,0.911,10,-2.717,1,0.0443,0.0093,1.15E-05,0.218,0.277,111.985
378,pop,78,/content/pop/78.mp3,Arthur Yoria,Handshake Smiles,Handshake Smiles,7jRLFgMTbRmNzkoPcpD9So,0.394,0.728,7,-5.625,1,0.0318,0.124,0,0.525,0.489,159.274
379,pop,79,/content/pop/79.mp3,Norine Braun,and the Mood Swings,No More,0118oVZr9LrqE8SbNscz7n,0.267,0.724,7,-6.451,1,0.137,0.38,0.000112,0.177,0.836,74.586
381,pop,81,/content/pop/81.mp3,Arthur Yoria,Handshake Smiles,Jimmy's Rig,5mw1R0uYpQ2U2nvpNMttjc,0.501,0.0898,2,-19.545,0,0.0325,0.951,0.0207,0.158,0.177,134.073
